Date,Open,High,Low,Close,Adj Close,Volume
2020-06-18,7.454240,7.456090,7.453810,7.454020,7.454020,0
2020-06-19,7.455400,7.457500,7.454530,7.455100,7.455100,0
2020-06-22,7.455700,7.456100,7.453450,7.455540,7.455540,0
2020-06-23,7.454300,7.455000,7.452090,7.454700,7.454700,0
2020-06-24,7.452340,7.454270,7.450610,7.452480,7.452480,0
2020-06-25,7.454470,7.454700,7.452190,7.454360,7.454360,0
2020-06-26,7.454500,7.454920,7.451090,7.454200,7.454200,0
2020-06-29,7.452320,7.453240,7.451510,7.452080,7.452080,0
2020-06-30,7.452100,7.452720,7.451110,7.451930,7.451930,0
2020-07-01,7.452080,7.453000,7.450900,7.452120,7.452120,0
2020-07-02,7.451640,7.452230,7.449530,7.452200,7.452200,0
2020-07-03,7.451600,7.452030,7.450290,7.451500,7.451500,0
2020-07-06,7.449150,7.451670,7.447140,7.449400,7.449400,0
2020-07-07,7.451160,7.452380,7.449900,7.451290,7.451290,0
2020-07-08,7.450690,7.451100,7.448000,7.450470,7.450470,0
2020-07-09,7.448500,7.450470,7.447580,7.448600,7.448600,0
2020-07-10,7.447880,7.449700,7.445570,7.447920,7.447920,0
2020-07-13,7.447220,7.448500,7.443780,7.447290,7.447290,0
2020-07-14,7.444290,7.445570,7.442460,7.444420,7.444420,0
2020-07-15,7.445300,7.447440,7.443590,7.444970,7.444970,0
2020-07-16,7.446080,7.447470,7.443720,7.446200,7.446200,0
2020-07-17,7.445350,7.446630,7.444150,7.445400,7.445400,0
2020-07-20,7.443700,7.447970,7.442480,7.444140,7.444140,0
2020-07-21,7.444600,7.446510,7.441440,7.444400,7.444400,0
2020-07-22,7.441320,7.444500,7.440540,7.441170,7.441170,0
2020-07-23,7.441430,7.443800,7.440820,7.441800,7.441800,0
2020-07-24,7.442600,7.444380,7.441410,7.442970,7.442970,0
2020-07-27,7.442530,7.443680,7.439050,7.442750,7.442750,0
2020-07-28,7.441770,7.443200,7.441430,7.441760,7.441760,0
2020-07-29,7.442800,7.443700,7.441700,7.443000,7.443000,0
2020-07-30,7.441990,7.442750,7.441160,7.442300,7.442300,0
2020-07-31,7.443520,7.448490,7.442160,7.443900,7.443900,0
2020-08-03,7.447900,7.448980,7.444990,7.447680,7.447680,0
2020-08-04,7.446500,7.449500,7.444600,7.446700,7.446700,0
2020-08-05,7.448850,7.451670,7.448240,7.448990,7.448990,0
2020-08-06,7.450320,7.451200,7.448770,7.450340,7.450340,0
2020-08-07,7.449400,7.450600,7.445910,7.448800,7.448800,0
2020-08-10,7.447320,7.448700,7.444460,7.447440,7.447440,0
2020-08-11,7.444710,7.447000,7.444530,7.444780,7.444780,0
2020-08-12,7.446820,7.448300,7.444790,7.446890,7.446890,0
2020-08-13,7.446100,7.447800,7.445470,7.446200,7.446200,0
2020-08-14,7.447800,7.448280,7.446040,7.447270,7.447270,0
2020-08-17,7.447060,7.447600,7.444200,7.447300,7.447300,0
2020-08-18,7.446800,7.447400,7.444560,7.446500,7.446500,0
2020-08-19,7.445190,7.446370,7.444220,7.445220,7.445220,0
2020-08-20,7.445030,7.446300,7.444090,7.445300,7.445300,0
2020-08-21,7.444700,7.446100,7.443170,7.444670,7.444670,0
2020-08-24,7.444900,7.445600,7.441050,7.444800,7.444800,0
2020-08-25,7.442160,7.443020,7.440920,7.442190,7.442190,0
2020-08-26,7.442590,7.444300,7.441910,7.442630,7.442630,0
2020-08-27,7.442780,7.443800,7.441700,7.442610,7.442610,0
2020-08-28,7.442700,7.444000,7.441470,7.442900,7.442900,0
2020-08-31,7.442000,7.444530,7.441180,7.441820,7.441820,0
2020-09-01,7.443080,7.443950,7.441910,7.443170,7.443170,0
2020-09-02,7.443210,7.444310,7.440320,7.443340,7.443340,0
2020-09-03,7.441340,7.441470,7.438730,7.441750,7.441750,0
2020-09-04,7.440030,7.441300,7.439150,7.440400,7.440400,0
2020-09-07,7.439500,7.441900,7.439010,7.439560,7.439560,0
2020-09-08,7.440510,7.441090,7.439910,7.440500,7.440500,0
2020-09-09,7.440690,7.441470,7.439300,7.440900,7.440900,0
2020-09-10,7.439850,7.440610,7.439440,7.439900,7.439900,0
2020-09-11,7.440170,7.441000,7.438810,7.439950,7.439950,0
2020-09-14,7.439600,7.440580,7.439110,7.439540,7.439540,0
2020-09-15,7.439690,7.440500,7.438690,7.439800,7.439800,0
